file,label
/kaggle/working/dataset2/train/1/train_18438.jpg,1
/kaggle/working/dataset2/train/1/train_12077.jpg,1
/kaggle/working/dataset2/train/0/train_19329.jpg,0
/kaggle/working/dataset2/train/1/train_10281.jpg,1
/kaggle/working/dataset2/train/0/train_2043.jpg,0
/kaggle/working/dataset2/train/0/train_2759.jpg,0
/kaggle/working/dataset2/train/0/train_15411.jpg,0
/kaggle/working/dataset2/train/0/train_5185.jpg,0
/kaggle/working/dataset2/train/1/train_2686.jpg,1
/kaggle/working/dataset2/train/0/train_22838.jpg,0
/kaggle/working/dataset2/train/0/train_2020.jpg,0
/kaggle/working/dataset2/train/0/train_25256.jpg,0
/kaggle/working/dataset2/train/0/train_21620.jpg,0
/kaggle/working/dataset2/train/0/train_28746.jpg,0
/kaggle/working/dataset2/train/1/train_6416.jpg,1
/kaggle/working/dataset2/train/1/train_16955.jpg,1
/kaggle/working/dataset2/train/1/train_17962.jpg,1
/kaggle/working/dataset2/train/1/train_23481.jpg,1
/kaggle/working/dataset2/train/0/train_14182.jpg,0
/kaggle/working/dataset2/train/1/train_322.jpg,1
/kaggle/working/dataset2/train/0/train_14142.jpg,0
/kaggle/working/dataset2/train/0/train_14600.jpg,0
/kaggle/working/dataset2/train/1/train_20798.jpg,1
/kaggle/working/dataset2/train/1/train_19072.jpg,1
/kaggle/working/dataset2/train/0/train_1490.jpg,0
/kaggle/working/dataset2/train/1/train_21559.jpg,1
/kaggle/working/dataset2/train/0/train_23235.jpg,0
/kaggle/working/dataset2/train/1/train_4243.jpg,1
/kaggle/working/dataset2/train/1/train_19814.jpg,1
/kaggle/working/dataset2/train/0/train_5208.jpg,0
/kaggle/working/dataset2/train/0/train_27905.jpg,0
/kaggle/working/dataset2/train/0/train_22021.jpg,0
/kaggle/working/dataset2/train/1/train_23266.jpg,1
/kaggle/working/dataset2/train/0/train_28449.jpg,0
/kaggle/working/dataset2/train/0/train_21089.jpg,0
/kaggle/working/dataset2/train/1/train_4403.jpg,1
/kaggle/working/dataset2/train/1/train_319.jpg,1
/kaggle/working/dataset2/train/0/train_6836.jpg,0
/kaggle/working/dataset2/train/1/train_20523.jpg,1
/kaggle/working/dataset2/train/0/train_28416.jpg,0
/kaggle/working/dataset2/train/0/train_3033.jpg,0
/kaggle/working/dataset2/train/0/train_12294.jpg,0
/kaggle/working/dataset2/train/1/train_13881.jpg,1
/kaggle/working/dataset2/train/1/train_2112.jpg,1
/kaggle/working/dataset2/train/0/train_14995.jpg,0
/kaggle/working/dataset2/train/1/train_20775.jpg,1
/kaggle/working/dataset2/train/1/train_20151.jpg,1
/kaggle/working/dataset2/train/1/train_7503.jpg,1
/kaggle/working/dataset2/train/1/train_1160.jpg,1
/kaggle/working/dataset2/train/1/train_19057.jpg,1
/kaggle/working/dataset2/train/0/train_18621.jpg,0
/kaggle/working/dataset2/train/1/train_26358.jpg,1
/kaggle/working/dataset2/train/0/train_13736.jpg,0
/kaggle/working/dataset2/train/1/train_26497.jpg,1
/kaggle/working/dataset2/train/0/train_5382.jpg,0
/kaggle/working/dataset2/train/1/train_2223.jpg,1
/kaggle/working/dataset2/train/0/train_15823.jpg,0
/kaggle/working/dataset2/train/1/train_25148.jpg,1
/kaggle/working/dataset2/train/1/train_14389.jpg,1
/kaggle/working/dataset2/train/1/train_30162.jpg,1
/kaggle/working/dataset2/train/1/train_18090.jpg,1
/kaggle/working/dataset2/train/0/train_11075.jpg,0
/kaggle/working/dataset2/train/1/train_8072.jpg,1
/kaggle/working/dataset2/train/0/train_5513.jpg,0
/kaggle/working/dataset2/train/0/train_20137.jpg,0
/kaggle/working/dataset2/train/1/train_3747.jpg,1
/kaggle/working/dataset2/train/1/train_20723.jpg,1
/kaggle/working/dataset2/train/1/train_3176.jpg,1
/kaggle/working/dataset2/train/0/train_11015.jpg,0
/kaggle/working/dataset2/train/0/train_9525.jpg,0
/kaggle/working/dataset2/train/0/train_17272.jpg,0
/kaggle/working/dataset2/train/0/train_17895.jpg,0
/kaggle/working/dataset2/train/0/train_5146.jpg,0
/kaggle/working/dataset2/train/0/train_23365.jpg,0
/kaggle/working/dataset2/train/0/train_24652.jpg,0
/kaggle/working/dataset2/train/1/train_18573.jpg,1
/kaggle/working/dataset2/train/1/train_8248.jpg,1
/kaggle/working/dataset2/train/1/train_10445.jpg,1
/kaggle/working/dataset2/train/1/train_12692.jpg,1
/kaggle/working/dataset2/train/1/train_13346.jpg,1
/kaggle/working/dataset2/train/1/train_6065.jpg,1
/kaggle/working/dataset2/train/1/train_29837.jpg,1
/kaggle/working/dataset2/train/0/train_18603.jpg,0
/kaggle/working/dataset2/train/0/train_1457.jpg,0
/kaggle/working/dataset2/train/1/train_14864.jpg,1
/kaggle/working/dataset2/train/1/train_4343.jpg,1
/kaggle/working/dataset2/train/0/train_19859.jpg,0
/kaggle/working/dataset2/train/0/train_1592.jpg,0
/kaggle/working/dataset2/train/1/train_2605.jpg,1
/kaggle/working/dataset2/train/1/train_15725.jpg,1
/kaggle/working/dataset2/train/1/train_18681.jpg,1
/kaggle/working/dataset2/train/0/train_8999.jpg,0
/kaggle/working/dataset2/train/0/train_25998.jpg,0
/kaggle/working/dataset2/train/1/train_3070.jpg,1
/kaggle/working/dataset2/train/0/train_16304.jpg,0
/kaggle/working/dataset2/train/1/train_29686.jpg,1
/kaggle/working/dataset2/train/0/train_24018.jpg,0
/kaggle/working/dataset2/train/0/train_14116.jpg,0
/kaggle/working/dataset2/train/0/train_3507.jpg,0
/kaggle/working/dataset2/train/1/train_3814.jpg,1
/kaggle/working/dataset2/train/1/train_12867.jpg,1
/kaggle/working/dataset2/train/1/train_27291.jpg,1
/kaggle/working/dataset2/train/0/train_24981.jpg,0
/kaggle/working/dataset2/train/0/train_14352.jpg,0
/kaggle/working/dataset2/train/1/train_17515.jpg,1
/kaggle/working/dataset2/train/0/train_28298.jpg,0
/kaggle/working/dataset2/train/1/train_21213.jpg,1
/kaggle/working/dataset2/train/1/train_21028.jpg,1
/kaggle/working/dataset2/train/0/train_19021.jpg,0
/kaggle/working/dataset2/train/0/train_10801.jpg,0
/kaggle/working/dataset2/train/0/train_19898.jpg,0
/kaggle/working/dataset2/train/0/train_24203.jpg,0
/kaggle/working/dataset2/train/1/train_23117.jpg,1
/kaggle/working/dataset2/train/1/train_18730.jpg,1
/kaggle/working/dataset2/train/1/train_10929.jpg,1
/kaggle/working/dataset2/train/0/train_18147.jpg,0
/kaggle/working/dataset2/train/0/train_10116.jpg,0
/kaggle/working/dataset2/train/1/train_13431.jpg,1
/kaggle/working/dataset2/train/1/train_17418.jpg,1
/kaggle/working/dataset2/train/1/train_24015.jpg,1
/kaggle/working/dataset2/train/0/train_24305.jpg,0
/kaggle/working/dataset2/train/1/train_15236.jpg,1
/kaggle/working/dataset2/train/1/train_3046.jpg,1
/kaggle/working/dataset2/train/1/train_27733.jpg,1
/kaggle/working/dataset2/train/1/train_1372.jpg,1
/kaggle/working/dataset2/train/0/train_19119.jpg,0
/kaggle/working/dataset2/train/1/train_17087.jpg,1
/kaggle/working/dataset2/train/1/train_20044.jpg,1
/kaggle/working/dataset2/train/0/train_25464.jpg,0
/kaggle/working/dataset2/train/1/train_7113.jpg,1
/kaggle/working/dataset2/train/0/train_28233.jpg,0
/kaggle/working/dataset2/train/1/train_28131.jpg,1
/kaggle/working/dataset2/train/0/train_21394.jpg,0
/kaggle/working/dataset2/train/0/train_14209.jpg,0
/kaggle/working/dataset2/train/0/train_16552.jpg,0
/kaggle/working/dataset2/train/1/train_321.jpg,1
/kaggle/working/dataset2/train/1/train_16906.jpg,1
/kaggle/working/dataset2/train/0/train_22532.jpg,0
/kaggle/working/dataset2/train/0/train_18591.jpg,0
/kaggle/working/dataset2/train/1/train_29248.jpg,1
/kaggle/working/dataset2/train/1/train_29849.jpg,1
/kaggle/working/dataset2/train/0/train_10238.jpg,0
/kaggle/working/dataset2/train/1/train_6838.jpg,1
/kaggle/working/dataset2/train/0/train_25849.jpg,0
/kaggle/working/dataset2/train/0/train_13834.jpg,0
/kaggle/working/dataset2/train/0/train_3258.jpg,0
/kaggle/working/dataset2/train/0/train_17834.jpg,0
/kaggle/working/dataset2/train/1/train_977.jpg,1
/kaggle/working/dataset2/train/1/train_1871.jpg,1
/kaggle/working/dataset2/train/0/train_8408.jpg,0
/kaggle/working/dataset2/train/1/train_28204.jpg,1
/kaggle/working/dataset2/train/0/train_479.jpg,0
/kaggle/working/dataset2/train/0/train_11755.jpg,0
